age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
3,Private,143741,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,>50K
1,Private,54318,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
3,Private,199277,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,Portugal,>50K
2,Federal-gov,65706,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,63509,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
3,Private,154117,HS-grad,9,Separated,Craft-repair,Other-relative,White,Female,0,0,2,United-States,<=50K
2,Private,192712,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
0,State-gov,37482,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,272090,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,El-Salvador,<=50K
4,Private,274111,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
1,State-gov,243678,Some-college,10,Never-married,Tech-support,,White,Female,0,0,2,United-States,<=50K
2,Private,171589,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
2,Private,150568,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,108438,10th,6,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,39388,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,230657,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,2,0,2,Columbia,<=50K
1,Private,332008,Some-college,10,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,2,Taiwan,<=50K
4,Private,65325,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,150098,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,3,United-States,>50K
2,Private,377486,HS-grad,9,Never-married,Craft-repair,,White,Male,0,0,2,United-States,<=50K
1,Private,379412,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,226735,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,2,United-States,<=50K
3,Private,329266,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
0,Private,193748,11th,7,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,68302,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,62593,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,>50K
0,Private,295073,HS-grad,9,Never-married,Handlers-cleaners,,Black,Male,0,0,3,United-States,<=50K
2,Federal-gov,355918,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
0,Local-gov,335005,Bachelors,13,Never-married,Prof-specialty,,White,Male,0,0,1,Italy,<=50K
1,Private,436198,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,179191,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
0,Local-gov,270379,HS-grad,9,Never-married,Adm-clerical,,Black,Female,0,0,2,United-States,<=50K
2,Local-gov,217414,Some-college,10,Divorced,Protective-serv,Unmarried,White,Male,0,0,3,United-States,<=50K
0,,270043,10th,6,Never-married,,Unmarried,White,Female,0,0,1,United-States,<=50K
1,State-gov,187327,HS-grad,9,Separated,Protective-serv,,White,Male,0,0,2,United-States,<=50K
1,Private,339482,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,2,United-States,>50K
1,Private,279015,Some-college,10,Never-married,Sales,,White,Male,0,0,4,United-States,<=50K
0,Private,190968,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,52870,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
0,Private,305446,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
0,Private,162688,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
3,Private,335481,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,1,United-States,<=50K
2,Private,286370,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Mexico,>50K
0,Private,19410,HS-grad,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
0,Private,223019,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
3,Private,202117,HS-grad,9,Divorced,Sales,,White,Female,0,0,2,United-States,<=50K
3,Private,180899,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,2,2,United-States,>50K
2,Federal-gov,348059,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,>50K
0,,39477,Some-college,10,Never-married,,Other-relative,White,Male,0,0,2,United-States,<=50K
0,Private,176178,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
4,Local-gov,204123,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
3,,215620,HS-grad,9,Never-married,,,White,Male,0,0,0,United-States,<=50K
0,Private,131341,HS-grad,9,Never-married,Farming-fishing,,White,Male,0,0,2,Cuba,<=50K
4,State-gov,123329,HS-grad,9,Never-married,Adm-clerical,,White,Female,0,0,0,United-States,<=50K
2,Private,306868,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,223046,HS-grad,9,Never-married,Craft-repair,,White,Male,0,0,2,United-States,<=50K
1,Private,29957,Masters,14,Never-married,Tech-support,Other-relative,White,Male,0,0,1,United-States,<=50K
2,Private,166289,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,2,United-States,<=50K
1,Private,232036,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,175622,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,206351,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,<=50K
1,Private,147654,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,522881,Assoc-voc,11,Never-married,Exec-managerial,Other-relative,White,Male,0,0,2,Mexico,<=50K
0,Private,122346,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,246933,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,2,Mexico,<=50K
4,,128609,HS-grad,9,Divorced,,,Black,Male,0,0,2,United-States,>50K
0,Private,86646,Bachelors,13,Never-married,Prof-specialty,,White,Male,2,0,3,United-States,<=50K
4,Private,69525,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,0,United-States,<=50K
3,Private,155664,Some-college,10,Never-married,Handlers-cleaners,,White,Male,0,0,2,United-States,<=50K
3,Private,219021,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4,0,2,United-States,>50K
0,Private,251603,HS-grad,9,Never-married,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
1,State-gov,28738,Bachelors,13,Never-married,Adm-clerical,,White,Female,2,0,2,United-States,<=50K
1,Self-emp-not-inc,520078,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Male,0,0,3,United-States,<=50K
0,,291547,5th-6th,3,Married-civ-spouse,,Wife,Other,Female,0,0,2,Mexico,<=50K
4,Private,156616,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Private,248512,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,338320,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
3,Private,36480,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
1,,117528,Assoc-voc,11,Married-civ-spouse,,Wife,White,Female,0,0,2,United-States,>50K
2,Private,236323,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,112158,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,171807,Some-college,10,Divorced,Tech-support,,White,Female,0,0,2,United-States,<=50K
4,Private,108426,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,3,England,<=50K
4,Private,359972,Some-college,10,Divorced,Craft-repair,,White,Male,0,0,2,United-States,<=50K
2,Private,160035,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
1,,256141,Some-college,10,Never-married,,Own-child,White,Female,0,0,2,United-States,<=50K
3,Private,53540,Some-college,10,Divorced,Prof-specialty,,Black,Female,0,0,2,United-States,>50K
0,Private,278141,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K
3,Private,358740,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,England,<=50K
2,Private,181705,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
0,,198797,11th,7,Never-married,,Own-child,White,Male,0,0,0,Peru,<=50K
4,Private,145493,Some-college,10,Divorced,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
0,Private,181054,Bachelors,13,Never-married,Sales,,White,Female,0,0,2,United-States,<=50K
1,Private,177596,Some-college,10,Never-married,Adm-clerical,,White,Female,0,0,2,Puerto-Rico,<=50K
4,Private,154171,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
1,Private,242464,Assoc-voc,11,Never-married,Exec-managerial,,White,Male,0,0,3,United-States,<=50K
4,,38317,1st-4th,2,Divorced,,,White,Female,0,0,0,United-States,<=50K
4,Private,437727,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,2,United-States,>50K
1,Private,145791,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,249249,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
0,Private,149457,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,221172,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
3,Local-gov,121124,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-not-inc,185325,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,>50K
1,Private,220754,Doctorate,16,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
3,Self-emp-inc,120902,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,2,United-States,>50K
2,Private,183892,HS-grad,9,Divorced,Transport-moving,,White,Male,3,0,2,United-States,>50K
0,,46400,Some-college,10,Never-married,,,White,Female,0,0,1,United-States,<=50K
1,Private,452924,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,2,Mexico,<=50K
0,Self-emp-not-inc,21472,Some-college,10,Never-married,Other-service,,White,Female,0,0,1,United-States,<=50K
1,Private,144401,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,2,Philippines,>50K
3,Private,89182,12th,8,Divorced,Machine-op-inspct,,White,Female,0,0,2,Italy,<=50K
4,Private,186731,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,323120,Assoc-acdm,12,Never-married,Machine-op-inspct,,White,Female,0,0,2,United-States,>50K
2,Private,198196,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Private,272656,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,3,United-States,>50K
4,Private,179574,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
4,Private,254797,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,131650,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
2,Private,35890,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,154174,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
3,Federal-gov,23698,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,>50K
3,Local-gov,116601,Masters,14,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,3,Nicaragua,<=50K
0,Private,118657,HS-grad,9,Separated,Machine-op-inspct,Other-relative,White,Male,0,0,2,United-States,<=50K
1,Private,159268,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,274363,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,2,England,>50K
2,Private,212900,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,32528,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,51136,Some-college,10,Never-married,Tech-support,,White,Female,0,0,3,United-States,<=50K
4,Self-emp-not-inc,214498,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0,United-States,<=50K
3,Private,79324,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,329170,Some-college,10,Never-married,Adm-clerical,,White,Female,2,0,4,United-States,<=50K
1,Self-emp-not-inc,134737,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
2,Private,159911,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,<=50K
1,Private,162601,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,167790,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
3,Private,249860,11th,7,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,0,United-States,<=50K
0,Private,161210,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,104455,Some-college,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,2,Philippines,<=50K
1,Private,335542,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,2,3,United-States,<=50K
0,,86337,Some-college,10,Never-married,,,White,Female,0,0,0,United-States,<=50K
3,Private,269890,HS-grad,9,Divorced,Craft-repair,,Black,Male,0,0,2,United-States,<=50K
2,Private,38312,Some-college,10,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,2,United-States,>50K
1,Private,202206,11th,7,Separated,Farming-fishing,Other-relative,White,Male,0,0,2,Puerto-Rico,<=50K
1,Private,153078,Assoc-acdm,12,Never-married,Craft-repair,Own-child,Other,Male,0,0,3,United-States,<=50K
4,Private,279340,11th,7,Separated,Other-service,,Black,Female,0,0,2,United-States,<=50K
0,Private,228724,Assoc-voc,11,Never-married,Handlers-cleaners,,White,Male,0,0,2,United-States,<=50K
1,Private,178664,Some-college,10,Divorced,Other-service,,White,Female,0,0,1,United-States,<=50K
0,Private,179462,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,2,United-States,<=50K
1,Private,85355,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,26502,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,>50K
1,Private,147654,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,3,2,United-States,>50K
2,Federal-gov,199925,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Male,0,0,3,United-States,<=50K
1,Private,149531,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,169638,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,166549,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
2,Federal-gov,265604,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,<=50K
1,Self-emp-inc,215423,HS-grad,9,Never-married,Exec-managerial,,White,Female,0,0,4,United-States,<=50K
2,Private,176186,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
4,,186809,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,>50K
2,Private,221172,5th-6th,3,Married-spouse-absent,Craft-repair,,White,Male,0,0,2,United-States,<=50K
3,Private,205100,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4,0,4,United-States,>50K
0,Local-gov,53220,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,2,United-States,<=50K
1,Private,271572,9th,5,Never-married,Other-service,Other-relative,White,Male,0,0,3,United-States,<=50K
0,Private,195248,Some-college,10,Never-married,Sales,Own-child,Other,Female,0,0,0,United-States,<=50K
2,Private,106838,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,162551,12th,8,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,3,,<=50K
2,Private,209993,5th-6th,3,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,2,El-Salvador,<=50K
4,Private,177368,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,180382,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1,0,2,United-States,<=50K
0,Self-emp-inc,304871,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,2,United-States,<=50K
0,,193511,Bachelors,13,Never-married,,Own-child,White,Female,0,0,1,El-Salvador,<=50K
0,Private,247115,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,1,United-States,<=50K
0,Private,221745,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,2,United-States,<=50K
2,,344572,HS-grad,9,Divorced,,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,198992,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K
4,Private,430005,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,>50K
1,Private,113838,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,State-gov,78649,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
3,Private,320196,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,Germany,<=50K
2,Private,42476,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,1,United-States,<=50K
4,Private,213391,9th,5,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,2,United-States,<=50K
1,Private,103642,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
0,Private,150106,10th,6,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,58343,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,1,0,2,United-States,>50K
4,Private,283005,11th,7,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Local-gov,329355,HS-grad,9,Widowed,Other-service,,White,Female,0,0,0,United-States,<=50K
2,Private,117849,11th,7,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,2,United-States,<=50K
